Serial,Unnamed: 1,Unnamed: 2,Name,Ripeness,Side Case,Symptom1,Symptom2,Symptom3,Recommendation 1,Recommendation 2,Photos,image_name,label,tomato_id,image_path,source_folder,split
198,,,T0050_S1,ripe,clear,,,,stem end rot,,,T0050_S1,clear,T0050,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0050_S1.JPG,Unsegmented,train
199,,,T0050_S2,ripe,clear,,,,stem end rot,,,T0050_S2,clear,T0050,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0050_S2.png,Manualy Segmented,train
199,,,T0050_S2,ripe,clear,,,,stem end rot,,,T0050_S2,clear,T0050,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0050_S2.JPG,Unsegmented,train
200,,,T0050_T,ripe,defected,Black round area at the center,,,stem end rot,,,T0050_T,defected,T0050,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0050_T.png,Manualy Segmented,train
200,,,T0050_T,ripe,defected,Black round area at the center,,,stem end rot,,,T0050_T,defected,T0050,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0050_T.JPG,Unsegmented,train
201,,51.0,T0051_E,ripe,clear,,,,stem end rot,,,T0051_E,clear,T0051,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0051_E.png,Manualy Segmented,train
201,,51.0,T0051_E,ripe,clear,,,,stem end rot,,,T0051_E,clear,T0051,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0051_E.JPG,Unsegmented,train
202,,,T0051_S1,ripe,defected,Black round area near end,,,stem end rot,,,T0051_S1,defected,T0051,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0051_S1.png,Manualy Segmented,train
202,,,T0051_S1,ripe,defected,Black round area near end,,,stem end rot,,,T0051_S1,defected,T0051,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0051_S1.JPG,Unsegmented,train
203,,,T0051_S2,ripe,clear,,,,stem end rot,,,T0051_S2,clear,T0051,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0051_S2.png,Manualy Segmented,train
203,,,T0051_S2,ripe,clear,,,,stem end rot,,,T0051_S2,clear,T0051,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0051_S2.JPG,Unsegmented,train
204,,,T0051_T,ripe,defected,Black round area near end,,,stem end rot,,,T0051_T,defected,T0051,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0051_T.png,Manualy Segmented,train
204,,,T0051_T,ripe,defected,Black round area near end,,,stem end rot,,,T0051_T,defected,T0051,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0051_T.JPG,Unsegmented,train
209,,53.0,T0053_E,ripe,defected,Back Blotches,,,stem end rot,,,T0053_E,defected,T0053,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0053_E.png,Manualy Segmented,train
209,,53.0,T0053_E,ripe,defected,Back Blotches,,,stem end rot,,,T0053_E,defected,T0053,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0053_E.JPG,Unsegmented,train
210,,,T0053_S1,ripe,defected,black round area near end,,,stem end rot,,,T0053_S1,defected,T0053,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0053_S1.png,Manualy Segmented,train
210,,,T0053_S1,ripe,defected,black round area near end,,,stem end rot,,,T0053_S1,defected,T0053,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0053_S1.JPG,Unsegmented,train
211,,,T0053_S2,ripe,defected,Black blotch,,,stem end rot,,,T0053_S2,defected,T0053,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0053_S2.png,Manualy Segmented,train
211,,,T0053_S2,ripe,defected,Black blotch,,,stem end rot,,,T0053_S2,defected,T0053,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0053_S2.JPG,Unsegmented,train
212,,,T0053_T,ripe,defected,Black round area at the center,,,stem end rot,,,T0053_T,defected,T0053,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0053_T.png,Manualy Segmented,train
212,,,T0053_T,ripe,defected,Black round area at the center,,,stem end rot,,,T0053_T,defected,T0053,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0053_T.JPG,Unsegmented,train
213,,54.0,T0054_E,ripe,clear,,,,Anthracnose,,,T0054_E,clear,T0054,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0054_E.png,Manualy Segmented,train
213,,54.0,T0054_E,ripe,clear,,,,Anthracnose,,,T0054_E,clear,T0054,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0054_E.JPG,Unsegmented,train
214,,,T0054_S1,ripe,defected,Black round area near end,,,Anthracnose,,,T0054_S1,defected,T0054,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0054_S1.png,Manualy Segmented,train
214,,,T0054_S1,ripe,defected,Black round area near end,,,Anthracnose,,,T0054_S1,defected,T0054,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0054_S1.JPG,Unsegmented,train
215,,,T0054_S2,ripe,defected,Ununiform color,,,Anthracnose,,,T0054_S2,defected,T0054,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0054_S2.png,Manualy Segmented,train
215,,,T0054_S2,ripe,defected,Ununiform color,,,Anthracnose,,,T0054_S2,defected,T0054,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0054_S2.JPG,Unsegmented,train
216,,,T0054_T,ripe,defected,black area at the top,,,Anthracnose,,,T0054_T,defected,T0054,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0054_T.png,Manualy Segmented,train
216,,,T0054_T,ripe,defected,black area at the top,,,Anthracnose,,,T0054_T,defected,T0054,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0054_T.JPG,Unsegmented,train
217,,55.0,T0055_E,ripe,clear,,,,stem end rot,,,T0055_E,clear,T0055,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0055_E.png,Manualy Segmented,train
217,,55.0,T0055_E,ripe,clear,,,,stem end rot,,,T0055_E,clear,T0055,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0055_E.JPG,Unsegmented,train
218,,,T0055_S1,ripe,clear,,,,stem end rot,,,T0055_S1,clear,T0055,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0055_S1.png,Manualy Segmented,train
218,,,T0055_S1,ripe,clear,,,,stem end rot,,,T0055_S1,clear,T0055,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0055_S1.JPG,Unsegmented,train
219,,,T0055_S2,ripe,clear,,,,stem end rot,,,T0055_S2,clear,T0055,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0055_S2.png,Manualy Segmented,train
219,,,T0055_S2,ripe,clear,,,,stem end rot,,,T0055_S2,clear,T0055,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0055_S2.JPG,Unsegmented,train
220,,,T0055_T,ripe,defected,Black round area at the center,,,stem end rot,,,T0055_T,defected,T0055,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0055_T.png,Manualy Segmented,train
220,,,T0055_T,ripe,defected,Black round area at the center,,,stem end rot,,,T0055_T,defected,T0055,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0055_T.JPG,Unsegmented,train
225,,57.0,T0057_E,ripe,clear,,,,stem end rot,,,T0057_E,clear,T0057,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0057_E.png,Manualy Segmented,train
225,,57.0,T0057_E,ripe,clear,,,,stem end rot,,,T0057_E,clear,T0057,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0057_E.JPG,Unsegmented,train
226,,,T0057_S1,ripe,defected,Black area near end,,,stem end rot,,,T0057_S1,defected,T0057,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0057_S1.png,Manualy Segmented,train
226,,,T0057_S1,ripe,defected,Black area near end,,,stem end rot,,,T0057_S1,defected,T0057,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0057_S1.JPG,Unsegmented,train
227,,,T0057_S2,ripe,clear,,,,stem end rot,,,T0057_S2,clear,T0057,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0057_S2.png,Manualy Segmented,train
227,,,T0057_S2,ripe,clear,,,,stem end rot,,,T0057_S2,clear,T0057,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0057_S2.JPG,Unsegmented,train
228,,,T0057_T,ripe,defected,Black round area at the center,,,stem end rot,,,T0057_T,defected,T0057,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0057_T.png,Manualy Segmented,train
228,,,T0057_T,ripe,defected,Black round area at the center,,,stem end rot,,,T0057_T,defected,T0057,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0057_T.JPG,Unsegmented,train
229,,58.0,T0058_E,ripe,clear,,,,stem end rot,,,T0058_E,clear,T0058,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0058_E.png,Manualy Segmented,train
229,,58.0,T0058_E,ripe,clear,,,,stem end rot,,,T0058_E,clear,T0058,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0058_E.JPG,Unsegmented,train
230,,,T0058_S1,ripe,clear,,,,stem end rot,,,T0058_S1,clear,T0058,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0058_S1.png,Manualy Segmented,train
230,,,T0058_S1,ripe,clear,,,,stem end rot,,,T0058_S1,clear,T0058,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0058_S1.JPG,Unsegmented,train
231,,,T0058_S2,ripe,defected,Black round area near end,,,stem end rot,,,T0058_S2,defected,T0058,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0058_S2.png,Manualy Segmented,train
231,,,T0058_S2,ripe,defected,Black round area near end,,,stem end rot,,,T0058_S2,defected,T0058,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0058_S2.JPG,Unsegmented,train
232,,,T0058_T,ripe,defected,Black round area at the center,,,stem end rot,,,T0058_T,defected,T0058,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0058_T.png,Manualy Segmented,train
232,,,T0058_T,ripe,defected,Black round area at the center,,,stem end rot,,,T0058_T,defected,T0058,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0058_T.JPG,Unsegmented,train
233,,59.0,T0059_E,ripe,clear,,,,stem end rot,Anthracnose,,T0059_E,clear,T0059,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0059_E.png,Manualy Segmented,train
233,,59.0,T0059_E,ripe,clear,,,,stem end rot,Anthracnose,,T0059_E,clear,T0059,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0059_E.JPG,Unsegmented,train
234,,,T0059_S1,ripe,defected,Black round area near end,,,stem end rot,,,T0059_S1,defected,T0059,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0059_S1.png,Manualy Segmented,train
234,,,T0059_S1,ripe,defected,Black round area near end,,,stem end rot,,,T0059_S1,defected,T0059,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0059_S1.JPG,Unsegmented,train
235,,,T0059_S2,ripe,clear,,,,stem end rot,,,T0059_S2,clear,T0059,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0059_S2.png,Manualy Segmented,train
235,,,T0059_S2,ripe,clear,,,,stem end rot,,,T0059_S2,clear,T0059,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0059_S2.JPG,Unsegmented,train
236,,,T0059_T,ripe,defected,Black round area at the center,multi black round areas,,stem end rot,,,T0059_T,defected,T0059,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0059_T.png,Manualy Segmented,train
236,,,T0059_T,ripe,defected,Black round area at the center,multi black round areas,,stem end rot,,,T0059_T,defected,T0059,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0059_T.JPG,Unsegmented,train
237,,60.0,T0060_E,ripe,clear,,,,stem end rot,Anthracnose,,T0060_E,clear,T0060,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0060_E.png,Manualy Segmented,train
237,,60.0,T0060_E,ripe,clear,,,,stem end rot,Anthracnose,,T0060_E,clear,T0060,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0060_E.JPG,Unsegmented,train
238,,,T0060_S1,ripe,defected,Black round area near end,,,stem end rot,,,T0060_S1,defected,T0060,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0060_S1.png,Manualy Segmented,train
238,,,T0060_S1,ripe,defected,Black round area near end,,,stem end rot,,,T0060_S1,defected,T0060,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0060_S1.JPG,Unsegmented,train
239,,,T0060_S2,ripe,clear,,,,stem end rot,,,T0060_S2,clear,T0060,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0060_S2.png,Manualy Segmented,train
239,,,T0060_S2,ripe,clear,,,,stem end rot,,,T0060_S2,clear,T0060,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0060_S2.JPG,Unsegmented,train
240,,,T0060_T,ripe,defected,Black round area at the center,,,stem end rot,,,T0060_T,defected,T0060,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0060_T.png,Manualy Segmented,train
240,,,T0060_T,ripe,defected,Black round area at the center,,,stem end rot,,,T0060_T,defected,T0060,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0060_T.JPG,Unsegmented,train
241,,61.0,T0061_E,ripe,clear,,,,stem end rot,,,T0061_E,clear,T0061,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0061_E.png,Manualy Segmented,train
241,,61.0,T0061_E,ripe,clear,,,,stem end rot,,,T0061_E,clear,T0061,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0061_E.JPG,Unsegmented,train
242,,,T0061_S1,ripe,clear,,,,stem end rot,,,T0061_S1,clear,T0061,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0061_S1.png,Manualy Segmented,train
242,,,T0061_S1,ripe,clear,,,,stem end rot,,,T0061_S1,clear,T0061,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0061_S1.JPG,Unsegmented,train
243,,,T0061_S2,ripe,defected,Black round area near end,black spots,,stem end rot,,,T0061_S2,defected,T0061,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0061_S2.png,Manualy Segmented,train
243,,,T0061_S2,ripe,defected,Black round area near end,black spots,,stem end rot,,,T0061_S2,defected,T0061,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0061_S2.JPG,Unsegmented,train
244,,,T0061_T,ripe,defected,Black round area at the center,,,stem end rot,,,T0061_T,defected,T0061,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0061_T.png,Manualy Segmented,train
244,,,T0061_T,ripe,defected,Black round area at the center,,,stem end rot,,,T0061_T,defected,T0061,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0061_T.JPG,Unsegmented,train
245,,62.0,T0062_E,ripe,defected,Black round area near center,,,blossom end rot,Yellow Shoulders,,T0062_E,defected,T0062,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0062_E.png,Manualy Segmented,train
245,,62.0,T0062_E,ripe,defected,Black round area near center,,,blossom end rot,Yellow Shoulders,,T0062_E,defected,T0062,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0062_E.JPG,Unsegmented,train
246,,,T0062_S1,ripe,clear,,,,blossom end rot,,,T0062_S1,clear,T0062,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0062_S1.png,Manualy Segmented,train
246,,,T0062_S1,ripe,clear,,,,blossom end rot,,,T0062_S1,clear,T0062,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0062_S1.JPG,Unsegmented,train
247,,,T0062_S2,ripe,defected,Black round area near end,,,blossom end rot,,,T0062_S2,defected,T0062,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0062_S2.png,Manualy Segmented,train
247,,,T0062_S2,ripe,defected,Black round area near end,,,blossom end rot,,,T0062_S2,defected,T0062,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0062_S2.JPG,Unsegmented,train
248,,,T0062_T,ripe,defected,Yellow Shoulders,,,blossom end rot,,,T0062_T,defected,T0062,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0062_T.png,Manualy Segmented,train
248,,,T0062_T,ripe,defected,Yellow Shoulders,,,blossom end rot,,,T0062_T,defected,T0062,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0062_T.JPG,Unsegmented,train
249,,63.0,T0063_E,ripe,defected,Black round area at the center,,,blossom end rot,,,T0063_E,defected,T0063,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0063_E.png,Manualy Segmented,train
249,,63.0,T0063_E,ripe,defected,Black round area at the center,,,blossom end rot,,,T0063_E,defected,T0063,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0063_E.JPG,Unsegmented,train
250,,,T0063_S1,ripe,defected,Black round area near end,,,blossom end rot,,,T0063_S1,defected,T0063,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0063_S1.png,Manualy Segmented,train
250,,,T0063_S1,ripe,defected,Black round area near end,,,blossom end rot,,,T0063_S1,defected,T0063,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0063_S1.JPG,Unsegmented,train
251,,,T0063_S2,ripe,clear,,,,blossom end rot,,,T0063_S2,clear,T0063,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0063_S2.png,Manualy Segmented,train
251,,,T0063_S2,ripe,clear,,,,blossom end rot,,,T0063_S2,clear,T0063,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0063_S2.JPG,Unsegmented,train
252,,,T0063_T,ripe,clear,,,,blossom end rot,,,T0063_T,clear,T0063,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0063_T.png,Manualy Segmented,train
252,,,T0063_T,ripe,clear,,,,blossom end rot,,,T0063_T,clear,T0063,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0063_T.JPG,Unsegmented,train
253,,64.0,T0064_E,ripe,defected,Black round area at the center,,,blossom end rot,,,T0064_E,defected,T0064,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0064_E.png,Manualy Segmented,train
253,,64.0,T0064_E,ripe,defected,Black round area at the center,,,blossom end rot,,,T0064_E,defected,T0064,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0064_E.JPG,Unsegmented,train
254,,,T0064_S1,ripe,defected,Black round area near end,,,blossom end rot,,,T0064_S1,defected,T0064,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0064_S1.png,Manualy Segmented,train
254,,,T0064_S1,ripe,defected,Black round area near end,,,blossom end rot,,,T0064_S1,defected,T0064,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0064_S1.JPG,Unsegmented,train
255,,,T0064_S2,ripe,defected,Black round area near end,,,blossom end rot,,,T0064_S2,defected,T0064,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0064_S2.png,Manualy Segmented,train
255,,,T0064_S2,ripe,defected,Black round area near end,,,blossom end rot,,,T0064_S2,defected,T0064,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0064_S2.JPG,Unsegmented,train
256,,,T0064_T,ripe,clear,,,,blossom end rot,,,T0064_T,clear,T0064,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0064_T.png,Manualy Segmented,train
256,,,T0064_T,ripe,clear,,,,blossom end rot,,,T0064_T,clear,T0064,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0064_T.JPG,Unsegmented,train
269,,68.0,T0068_E,ripe,clear,,,,Anthracnose,,,T0068_E,clear,T0068,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0068_E.png,Manualy Segmented,train
269,,68.0,T0068_E,ripe,clear,,,,Anthracnose,,,T0068_E,clear,T0068,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0068_E.JPG,Unsegmented,train
270,,,T0068_S1,ripe,defected,Black area near end,,,Anthracnose,,,T0068_S1,defected,T0068,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0068_S1.png,Manualy Segmented,train
270,,,T0068_S1,ripe,defected,Black area near end,,,Anthracnose,,,T0068_S1,defected,T0068,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0068_S1.JPG,Unsegmented,train
271,,,T0068_S2,ripe,clear,,,,Anthracnose,,,T0068_S2,clear,T0068,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0068_S2.png,Manualy Segmented,train
271,,,T0068_S2,ripe,clear,,,,Anthracnose,,,T0068_S2,clear,T0068,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0068_S2.JPG,Unsegmented,train
272,,,T0068_T,ripe,defected,Black area near center,,,Anthracnose,,,T0068_T,defected,T0068,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0068_T.png,Manualy Segmented,train
272,,,T0068_T,ripe,defected,Black area near center,,,Anthracnose,,,T0068_T,defected,T0068,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0068_T.JPG,Unsegmented,train
281,,71.0,T0071_E,ripe,clear,,,,Anthracnose,,,T0071_E,clear,T0071,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0071_E.png,Manualy Segmented,train
281,,71.0,T0071_E,ripe,clear,,,,Anthracnose,,,T0071_E,clear,T0071,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0071_E.JPG,Unsegmented,train
282,,,T0071_S1,ripe,clear,,,,Anthracnose,,,T0071_S1,clear,T0071,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0071_S1.png,Manualy Segmented,train
282,,,T0071_S1,ripe,clear,,,,Anthracnose,,,T0071_S1,clear,T0071,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0071_S1.JPG,Unsegmented,train
283,,,T0071_S2,ripe,defected,Black area near the center,,,Anthracnose,,,T0071_S2,defected,T0071,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0071_S2.png,Manualy Segmented,train
283,,,T0071_S2,ripe,defected,Black area near the center,,,Anthracnose,,,T0071_S2,defected,T0071,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0071_S2.JPG,Unsegmented,train
284,,,T0071_T,ripe,defected,Black area at the edges,,,Anthracnose,,,T0071_T,defected,T0071,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0071_T.png,Manualy Segmented,train
284,,,T0071_T,ripe,defected,Black area at the edges,,,Anthracnose,,,T0071_T,defected,T0071,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0071_T.JPG,Unsegmented,train
285,,72.0,T0072_E,ripe,clear,,,,Anthracnose,,,T0072_E,clear,T0072,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0072_E.png,Manualy Segmented,train
285,,72.0,T0072_E,ripe,clear,,,,Anthracnose,,,T0072_E,clear,T0072,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0072_E.JPG,Unsegmented,train
286,,,T0072_S1,ripe,defected,Black area near centr,,,Anthracnose,,,T0072_S1,defected,T0072,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0072_S1.png,Manualy Segmented,train
286,,,T0072_S1,ripe,defected,Black area near centr,,,Anthracnose,,,T0072_S1,defected,T0072,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0072_S1.JPG,Unsegmented,train
287,,,T0072_S2,ripe,defected,Black area near centr,,,Anthracnose,,,T0072_S2,defected,T0072,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0072_S2.png,Manualy Segmented,train
287,,,T0072_S2,ripe,defected,Black area near centr,,,Anthracnose,,,T0072_S2,defected,T0072,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Unsegmented\T0072_S2.JPG,Unsegmented,train
288,,,T0072_T,ripe,defected,Black area at the edges,,,Anthracnose,,,T0072_T,defected,T0072,C:\Users\arafa\Documents\Thesis\[RestNet-50] Tomato body Dataset\Manualy Segmented\T0072_T.png,Manualy Segmented,train
